Date,Value,type,state
199712,2.80,precipitation,West Virginia
199801,4.93,precipitation,West Virginia
199802,4.40,precipitation,West Virginia
199803,4.03,precipitation,West Virginia
199804,5.05,precipitation,West Virginia
199805,5.15,precipitation,West Virginia
199806,8.43,precipitation,West Virginia
199807,3.08,precipitation,West Virginia
199808,3.13,precipitation,West Virginia
199809,2.01,precipitation,West Virginia
199810,1.68,precipitation,West Virginia
199811,1.45,precipitation,West Virginia
199812,2.77,precipitation,West Virginia
199901,5.58,precipitation,West Virginia
199902,2.37,precipitation,West Virginia
199903,3.98,precipitation,West Virginia
199904,2.99,precipitation,West Virginia
199905,2.79,precipitation,West Virginia
199906,1.73,precipitation,West Virginia
199907,3.45,precipitation,West Virginia
199908,3.39,precipitation,West Virginia
199909,3.28,precipitation,West Virginia
199910,3.30,precipitation,West Virginia
199911,3.38,precipitation,West Virginia
199912,2.74,precipitation,West Virginia
200001,1.99,precipitation,West Virginia
200002,4.00,precipitation,West Virginia
200003,2.98,precipitation,West Virginia
200004,4.37,precipitation,West Virginia
200005,4.19,precipitation,West Virginia
200006,5.53,precipitation,West Virginia
200007,5.32,precipitation,West Virginia
200008,4.85,precipitation,West Virginia
200009,4.42,precipitation,West Virginia
200010,0.87,precipitation,West Virginia
200011,1.82,precipitation,West Virginia
200012,2.25,precipitation,West Virginia
200101,2.60,precipitation,West Virginia
200102,2.16,precipitation,West Virginia
200103,3.52,precipitation,West Virginia
200104,2.26,precipitation,West Virginia
200105,6.49,precipitation,West Virginia
200106,4.18,precipitation,West Virginia
200107,7.60,precipitation,West Virginia
200108,3.41,precipitation,West Virginia
200109,2.49,precipitation,West Virginia
200110,1.28,precipitation,West Virginia
200111,1.27,precipitation,West Virginia
200112,2.60,precipitation,West Virginia
200201,3.09,precipitation,West Virginia
200202,1.00,precipitation,West Virginia
200203,5.05,precipitation,West Virginia
200204,6.03,precipitation,West Virginia
200205,5.07,precipitation,West Virginia
200206,4.41,precipitation,West Virginia
200207,5.09,precipitation,West Virginia
200208,1.90,precipitation,West Virginia
200209,3.87,precipitation,West Virginia
200210,5.48,precipitation,West Virginia
200211,4.13,precipitation,West Virginia
200212,3.44,precipitation,West Virginia
200301,2.42,precipitation,West Virginia
200302,6.23,precipitation,West Virginia
200303,2.06,precipitation,West Virginia
200304,3.80,precipitation,West Virginia
200305,7.25,precipitation,West Virginia
200306,6.66,precipitation,West Virginia
200307,5.85,precipitation,West Virginia
200308,5.29,precipitation,West Virginia
200309,6.69,precipitation,West Virginia
200310,3.04,precipitation,West Virginia
200311,6.68,precipitation,West Virginia
200312,3.45,precipitation,West Virginia
200401,3.32,precipitation,West Virginia
200402,2.88,precipitation,West Virginia
200403,3.88,precipitation,West Virginia
200404,5.51,precipitation,West Virginia
200405,6.53,precipitation,West Virginia
200406,4.60,precipitation,West Virginia
200407,4.32,precipitation,West Virginia
200408,4.06,precipitation,West Virginia
200409,7.46,precipitation,West Virginia
200410,3.53,precipitation,West Virginia
200411,3.84,precipitation,West Virginia
200412,3.14,precipitation,West Virginia
200501,3.98,precipitation,West Virginia
200502,2.34,precipitation,West Virginia
200503,4.24,precipitation,West Virginia
200504,4.06,precipitation,West Virginia
200505,3.34,precipitation,West Virginia
200506,2.08,precipitation,West Virginia
200507,5.63,precipitation,West Virginia
200508,4.54,precipitation,West Virginia
200509,0.91,precipitation,West Virginia
200510,4.19,precipitation,West Virginia
200511,3.88,precipitation,West Virginia
200512,2.70,precipitation,West Virginia
200601,3.88,precipitation,West Virginia
200602,1.37,precipitation,West Virginia
200603,1.92,precipitation,West Virginia
200604,4.66,precipitation,West Virginia
200605,2.72,precipitation,West Virginia
200606,6.20,precipitation,West Virginia
200607,4.50,precipitation,West Virginia
200608,3.26,precipitation,West Virginia
200609,4.98,precipitation,West Virginia
200610,5.45,precipitation,West Virginia
200611,2.86,precipitation,West Virginia
200612,1.83,precipitation,West Virginia
200701,3.47,precipitation,West Virginia
200702,2.47,precipitation,West Virginia
200703,3.96,precipitation,West Virginia
200704,4.62,precipitation,West Virginia
200705,2.03,precipitation,West Virginia
200706,3.58,precipitation,West Virginia
200707,5.14,precipitation,West Virginia
200708,3.46,precipitation,West Virginia
200709,2.38,precipitation,West Virginia
200710,3.64,precipitation,West Virginia
200711,3.00,precipitation,West Virginia
200712,5.10,precipitation,West Virginia
200801,2.92,precipitation,West Virginia
200802,3.65,precipitation,West Virginia
200803,4.44,precipitation,West Virginia
200804,4.17,precipitation,West Virginia
200805,5.45,precipitation,West Virginia
200806,5.69,precipitation,West Virginia
200807,4.94,precipitation,West Virginia
200808,3.11,precipitation,West Virginia
200809,1.78,precipitation,West Virginia
200810,1.51,precipitation,West Virginia
200811,2.78,precipitation,West Virginia
200812,5.60,precipitation,West Virginia
200901,4.49,precipitation,West Virginia
200902,1.48,precipitation,West Virginia
200903,2.68,precipitation,West Virginia
200904,3.98,precipitation,West Virginia
200905,7.07,precipitation,West Virginia
200906,4.40,precipitation,West Virginia
200907,5.25,precipitation,West Virginia
200908,4.04,precipitation,West Virginia
200909,3.26,precipitation,West Virginia
200910,3.66,precipitation,West Virginia
200911,1.72,precipitation,West Virginia
200912,4.77,precipitation,West Virginia
201001,3.58,precipitation,West Virginia
201002,3.35,precipitation,West Virginia
201003,3.44,precipitation,West Virginia
201004,2.01,precipitation,West Virginia
201005,5.56,precipitation,West Virginia
201006,4.56,precipitation,West Virginia
201007,4.83,precipitation,West Virginia
201008,3.48,precipitation,West Virginia
201009,2.61,precipitation,West Virginia
201010,2.59,precipitation,West Virginia
201011,2.85,precipitation,West Virginia
201012,3.57,precipitation,West Virginia
201101,2.25,precipitation,West Virginia
201102,2.95,precipitation,West Virginia
201103,5.74,precipitation,West Virginia
201104,7.59,precipitation,West Virginia
201105,5.15,precipitation,West Virginia
201106,4.05,precipitation,West Virginia
201107,3.91,precipitation,West Virginia
201108,3.81,precipitation,West Virginia
201109,6.43,precipitation,West Virginia
201110,4.87,precipitation,West Virginia
201111,4.54,precipitation,West Virginia
201112,3.81,precipitation,West Virginia
201201,3.09,precipitation,West Virginia
201202,2.30,precipitation,West Virginia
201203,4.92,precipitation,West Virginia
201204,2.86,precipitation,West Virginia
201205,4.94,precipitation,West Virginia
201206,2.64,precipitation,West Virginia
201207,5.88,precipitation,West Virginia
201208,2.58,precipitation,West Virginia
201209,5.23,precipitation,West Virginia
201210,4.58,precipitation,West Virginia
201211,0.77,precipitation,West Virginia
201212,4.83,precipitation,West Virginia
201301,4.41,precipitation,West Virginia
201302,1.83,precipitation,West Virginia
201303,3.28,precipitation,West Virginia
201304,2.50,precipitation,West Virginia
201305,3.98,precipitation,West Virginia
201306,5.96,precipitation,West Virginia
201307,6.17,precipitation,West Virginia
201308,5.51,precipitation,West Virginia
201309,2.39,precipitation,West Virginia
201310,2.15,precipitation,West Virginia
201311,3.40,precipitation,West Virginia
201312,6.01,precipitation,West Virginia
201401,2.25,precipitation,West Virginia
201402,4.18,precipitation,West Virginia
201403,3.04,precipitation,West Virginia
201404,3.06,precipitation,West Virginia
201405,4.24,precipitation,West Virginia
201406,4.54,precipitation,West Virginia
201407,4.03,precipitation,West Virginia
201408,4.42,precipitation,West Virginia
201409,2.20,precipitation,West Virginia
201410,5.19,precipitation,West Virginia
201411,2.31,precipitation,West Virginia
201412,3.33,precipitation,West Virginia
201501,2.41,precipitation,West Virginia
201502,2.74,precipitation,West Virginia
201503,5.36,precipitation,West Virginia
201504,6.34,precipitation,West Virginia
201505,2.36,precipitation,West Virginia
201506,6.43,precipitation,West Virginia
201507,6.46,precipitation,West Virginia
201508,2.71,precipitation,West Virginia
201509,4.05,precipitation,West Virginia
201510,2.76,precipitation,West Virginia
201511,2.28,precipitation,West Virginia
201512,4.72,precipitation,West Virginia
201601,2.61,precipitation,West Virginia
201602,3.65,precipitation,West Virginia
201603,2.53,precipitation,West Virginia
201604,2.91,precipitation,West Virginia
201605,6.01,precipitation,West Virginia
201606,6.26,precipitation,West Virginia
201607,4.93,precipitation,West Virginia
201608,3.63,precipitation,West Virginia
201609,2.86,precipitation,West Virginia
201610,3.53,precipitation,West Virginia
201611,1.87,precipitation,West Virginia
201612,4.57,precipitation,West Virginia
201701,4.80,precipitation,West Virginia
201702,1.75,precipitation,West Virginia
201703,4.31,precipitation,West Virginia
201704,4.35,precipitation,West Virginia
201705,6.16,precipitation,West Virginia
201706,4.70,precipitation,West Virginia
201707,6.17,precipitation,West Virginia
201708,3.39,precipitation,West Virginia
201709,1.91,precipitation,West Virginia
201710,5.26,precipitation,West Virginia
201711,2.34,precipitation,West Virginia
201712,1.87,precipitation,West Virginia
201801,3.11,precipitation,West Virginia
201802,6.85,precipitation,West Virginia
201803,3.97,precipitation,West Virginia
201804,4.95,precipitation,West Virginia
201805,6.16,precipitation,West Virginia
201806,6.24,precipitation,West Virginia
201807,4.79,precipitation,West Virginia
201808,5.89,precipitation,West Virginia
201809,9.41,precipitation,West Virginia
201810,3.95,precipitation,West Virginia
201811,4.85,precipitation,West Virginia
201812,4.93,precipitation,West Virginia
201901,3.86,precipitation,West Virginia
201902,5.48,precipitation,West Virginia
201903,2.62,precipitation,West Virginia
201904,3.85,precipitation,West Virginia
201905,5.54,precipitation,West Virginia
201906,5.06,precipitation,West Virginia
201907,4.58,precipitation,West Virginia
201908,3.83,precipitation,West Virginia
201909,0.68,precipitation,West Virginia
201910,5.26,precipitation,West Virginia
201911,2.59,precipitation,West Virginia
201912,4.89,precipitation,West Virginia
202001,3.65,precipitation,West Virginia
202002,5.27,precipitation,West Virginia
202003,4.04,precipitation,West Virginia
202004,6.55,precipitation,West Virginia
202005,5.70,precipitation,West Virginia
202006,5.24,precipitation,West Virginia
202007,4.34,precipitation,West Virginia
202008,5.69,precipitation,West Virginia
202009,3.05,precipitation,West Virginia
202010,3.47,precipitation,West Virginia
202011,2.72,precipitation,West Virginia
202012,4.05,precipitation,West Virginia
202101,2.78,precipitation,West Virginia
202102,3.85,precipitation,West Virginia
202103,4.07,precipitation,West Virginia
202104,3.22,precipitation,West Virginia
202105,3.12,precipitation,West Virginia
202106,4.94,precipitation,West Virginia
202107,3.31,precipitation,West Virginia
202108,5.56,precipitation,West Virginia
202109,4.54,precipitation,West Virginia
202110,3.34,precipitation,West Virginia
202111,1.32,precipitation,West Virginia
202112,2.53,precipitation,West Virginia
202201,4.86,precipitation,West Virginia
197001,43.6,temperature,Louisiana
197002,49.6,temperature,Louisiana
197003,56.1,temperature,Louisiana
197004,68.8,temperature,Louisiana
197005,72.6,temperature,Louisiana
197006,78.5,temperature,Louisiana
197007,80.5,temperature,Louisiana
197008,81.6,temperature,Louisiana
197009,79.0,temperature,Louisiana
197010,65.0,temperature,Louisiana
197011,53.4,temperature,Louisiana
197012,55.4,temperature,Louisiana
197101,50.9,temperature,Louisiana
197102,51.5,temperature,Louisiana
197103,55.8,temperature,Louisiana
197104,64.9,temperature,Louisiana
197105,70.9,temperature,Louisiana
197106,80.2,temperature,Louisiana
197107,81.2,temperature,Louisiana
197108,79.6,temperature,Louisiana
197109,77.2,temperature,Louisiana
197110,70.5,temperature,Louisiana
197111,56.8,temperature,Louisiana
197112,58.3,temperature,Louisiana
197201,53.2,temperature,Louisiana
197202,52.6,temperature,Louisiana
197203,60.2,temperature,Louisiana
197204,67.5,temperature,Louisiana
197205,72.7,temperature,Louisiana
197206,79.9,temperature,Louisiana
197207,79.8,temperature,Louisiana
197208,81.1,temperature,Louisiana
197209,80.2,temperature,Louisiana
197210,67.4,temperature,Louisiana
197211,53.2,temperature,Louisiana
197212,50.0,temperature,Louisiana
197301,45.8,temperature,Louisiana
197302,49.1,temperature,Louisiana
197303,62.2,temperature,Louisiana
197304,63.1,temperature,Louisiana
197305,71.9,temperature,Louisiana
197306,79.3,temperature,Louisiana
197307,82.3,temperature,Louisiana
197308,79.3,temperature,Louisiana
197309,77.7,temperature,Louisiana
197310,70.8,temperature,Louisiana
197311,63.5,temperature,Louisiana
197312,49.8,temperature,Louisiana
197401,54.6,temperature,Louisiana
197402,52.9,temperature,Louisiana
197403,64.1,temperature,Louisiana
197404,65.9,temperature,Louisiana
197405,75.3,temperature,Louisiana
197406,77.2,temperature,Louisiana
197407,81.1,temperature,Louisiana
197408,80.1,temperature,Louisiana
197409,73.4,temperature,Louisiana
197410,65.5,temperature,Louisiana
197411,57.3,temperature,Louisiana
197412,50.8,temperature,Louisiana
197501,53.5,temperature,Louisiana
197502,53.9,temperature,Louisiana
197503,58.0,temperature,Louisiana
197504,64.8,temperature,Louisiana
197505,74.4,temperature,Louisiana
197506,78.9,temperature,Louisiana
197507,80.8,temperature,Louisiana
197508,80.6,temperature,Louisiana
197509,73.4,temperature,Louisiana
197510,67.3,temperature,Louisiana
197511,58.1,temperature,Louisiana
197512,49.3,temperature,Louisiana
197601,46.9,temperature,Louisiana
197602,57.7,temperature,Louisiana
197603,61.2,temperature,Louisiana
197604,66.9,temperature,Louisiana
197605,69.6,temperature,Louisiana
197606,76.9,temperature,Louisiana
197607,80.2,temperature,Louisiana
197608,79.8,temperature,Louisiana
197609,75.5,temperature,Louisiana
197610,60.1,temperature,Louisiana
197611,49.9,temperature,Louisiana
197612,47.3,temperature,Louisiana
197701,39.3,temperature,Louisiana
197702,51.0,temperature,Louisiana
197703,60.5,temperature,Louisiana
197704,66.8,temperature,Louisiana
197705,75.0,temperature,Louisiana
197706,81.4,temperature,Louisiana
197707,82.8,temperature,Louisiana
197708,81.1,temperature,Louisiana
197709,79.3,temperature,Louisiana
197710,66.0,temperature,Louisiana
197711,59.4,temperature,Louisiana
197712,50.0,temperature,Louisiana
197801,39.8,temperature,Louisiana
197802,42.2,temperature,Louisiana
197803,55.2,temperature,Louisiana
197804,67.1,temperature,Louisiana
197805,74.5,temperature,Louisiana
197806,80.1,temperature,Louisiana
197807,83.0,temperature,Louisiana
197808,81.7,temperature,Louisiana
197809,78.1,temperature,Louisiana
197810,66.3,temperature,Louisiana
197811,62.2,temperature,Louisiana
197812,50.8,temperature,Louisiana
197901,41.2,temperature,Louisiana
197902,47.8,temperature,Louisiana
197903,59.2,temperature,Louisiana
197904,67.3,temperature,Louisiana
197905,71.6,temperature,Louisiana
197906,78.8,temperature,Louisiana
197907,81.6,temperature,Louisiana
197908,81.1,temperature,Louisiana
197909,75.0,temperature,Louisiana
197910,68.1,temperature,Louisiana
197911,53.8,temperature,Louisiana
197912,49.0,temperature,Louisiana
198001,51.1,temperature,Louisiana
198002,48.2,temperature,Louisiana
198003,57.0,temperature,Louisiana
198004,63.8,temperature,Louisiana
198005,73.7,temperature,Louisiana
198006,81.1,temperature,Louisiana
198007,84.7,temperature,Louisiana
198008,83.4,temperature,Louisiana
198009,81.3,temperature,Louisiana
198010,63.8,temperature,Louisiana
198011,54.8,temperature,Louisiana
198012,49.7,temperature,Louisiana
198101,44.9,temperature,Louisiana
198102,50.6,temperature,Louisiana
198103,57.3,temperature,Louisiana
198104,71.0,temperature,Louisiana
198105,71.0,temperature,Louisiana
198106,81.2,temperature,Louisiana
198107,83.2,temperature,Louisiana
198108,81.9,temperature,Louisiana
198109,75.2,temperature,Louisiana
198110,67.0,temperature,Louisiana
198111,60.1,temperature,Louisiana
198112,49.2,temperature,Louisiana
198201,49.3,temperature,Louisiana
198202,49.5,temperature,Louisiana
198203,61.7,temperature,Louisiana
198204,65.0,temperature,Louisiana
198205,74.2,temperature,Louisiana
198206,80.0,temperature,Louisiana
198207,82.2,temperature,Louisiana
198208,82.0,temperature,Louisiana
198209,75.3,temperature,Louisiana
198210,66.6,temperature,Louisiana
198211,58.9,temperature,Louisiana
198212,55.4,temperature,Louisiana
198301,46.7,temperature,Louisiana
198302,50.6,temperature,Louisiana
198303,55.7,temperature,Louisiana
198304,61.2,temperature,Louisiana
198305,71.6,temperature,Louisiana
198306,77.1,temperature,Louisiana
198307,82.3,temperature,Louisiana
198308,82.6,temperature,Louisiana
198309,75.0,temperature,Louisiana
198310,67.5,temperature,Louisiana
198311,58.1,temperature,Louisiana
198312,44.0,temperature,Louisiana
198401,43.5,temperature,Louisiana
198402,52.4,temperature,Louisiana
198403,58.7,temperature,Louisiana
198404,65.9,temperature,Louisiana
198405,73.0,temperature,Louisiana
198406,78.7,temperature,Louisiana
198407,80.4,temperature,Louisiana
198408,80.3,temperature,Louisiana
198409,75.1,temperature,Louisiana
198410,71.2,temperature,Louisiana
198411,56.5,temperature,Louisiana
198412,60.1,temperature,Louisiana
198501,42.6,temperature,Louisiana
198502,48.4,temperature,Louisiana
198503,63.2,temperature,Louisiana
198504,68.2,temperature,Louisiana
198505,73.8,temperature,Louisiana
198506,80.0,temperature,Louisiana
198507,81.1,temperature,Louisiana
198508,82.0,temperature,Louisiana
198509,76.3,temperature,Louisiana
198510,69.9,temperature,Louisiana
198511,63.9,temperature,Louisiana
198512,46.9,temperature,Louisiana
198601,49.3,temperature,Louisiana
198602,56.5,temperature,Louisiana
198603,59.1,temperature,Louisiana
198604,67.1,temperature,Louisiana
198605,74.3,temperature,Louisiana
198606,80.3,temperature,Louisiana
198607,83.1,temperature,Louisiana
198608,80.8,temperature,Louisiana
198609,79.9,temperature,Louisiana
198610,67.3,temperature,Louisiana
198611,60.9,temperature,Louisiana
198612,49.1,temperature,Louisiana
198701,46.6,temperature,Louisiana
198702,53.4,temperature,Louisiana
198703,57.2,temperature,Louisiana
198704,64.0,temperature,Louisiana
198705,75.6,temperature,Louisiana
198706,79.0,temperature,Louisiana
198707,81.5,temperature,Louisiana
198708,83.3,temperature,Louisiana
198709,76.1,temperature,Louisiana
198710,62.9,temperature,Louisiana
198711,58.3,temperature,Louisiana
198712,54.0,temperature,Louisiana
198801,44.5,temperature,Louisiana
198802,50.6,temperature,Louisiana
198803,58.0,temperature,Louisiana
198804,66.3,temperature,Louisiana
198805,71.8,temperature,Louisiana
198806,78.6,temperature,Louisiana
198807,81.4,temperature,Louisiana
198808,81.7,temperature,Louisiana
198809,77.4,temperature,Louisiana
198810,64.9,temperature,Louisiana
198811,60.9,temperature,Louisiana
198812,51.5,temperature,Louisiana
198901,54.9,temperature,Louisiana
198902,50.2,temperature,Louisiana
198903,58.9,temperature,Louisiana
198904,65.3,temperature,Louisiana
198905,74.2,temperature,Louisiana
198906,77.9,temperature,Louisiana
198907,80.3,temperature,Louisiana
198908,80.5,temperature,Louisiana
198909,75.0,temperature,Louisiana
198910,66.4,temperature,Louisiana
198911,59.8,temperature,Louisiana
198912,42.0,temperature,Louisiana
199001,53.8,temperature,Louisiana
199002,58.0,temperature,Louisiana
199003,60.6,temperature,Louisiana
199004,65.7,temperature,Louisiana
199005,73.6,temperature,Louisiana
199006,81.7,temperature,Louisiana
199007,81.2,temperature,Louisiana
199008,82.0,temperature,Louisiana
199009,78.7,temperature,Louisiana
199010,65.3,temperature,Louisiana
199011,60.1,temperature,Louisiana
199012,53.0,temperature,Louisiana
199101,47.7,temperature,Louisiana
199102,54.2,temperature,Louisiana
199103,60.7,temperature,Louisiana
199104,69.2,temperature,Louisiana
199105,75.5,temperature,Louisiana
199106,80.0,temperature,Louisiana
199107,82.0,temperature,Louisiana
199108,80.6,temperature,Louisiana
199109,75.8,temperature,Louisiana
199110,69.0,temperature,Louisiana
199111,53.5,temperature,Louisiana
199112,54.8,temperature,Louisiana
199201,48.2,temperature,Louisiana
199202,55.8,temperature,Louisiana
199203,60.1,temperature,Louisiana
199204,65.1,temperature,Louisiana
199205,71.5,temperature,Louisiana
199206,78.7,temperature,Louisiana
199207,81.8,temperature,Louisiana
199208,78.2,temperature,Louisiana
199209,76.4,temperature,Louisiana
199210,66.9,temperature,Louisiana
199211,54.3,temperature,Louisiana
199212,52.9,temperature,Louisiana
199301,50.8,temperature,Louisiana
199302,51.8,temperature,Louisiana
199303,56.2,temperature,Louisiana
199304,61.9,temperature,Louisiana
199305,71.1,temperature,Louisiana
199306,79.8,temperature,Louisiana
199307,82.8,temperature,Louisiana
199308,83.6,temperature,Louisiana
199309,77.9,temperature,Louisiana
199310,66.5,temperature,Louisiana
199311,54.4,temperature,Louisiana
199312,50.5,temperature,Louisiana
199401,47.0,temperature,Louisiana
199402,53.0,temperature,Louisiana
199403,59.1,temperature,Louisiana
199404,67.3,temperature,Louisiana
199405,72.0,temperature,Louisiana
199406,80.3,temperature,Louisiana
199407,80.6,temperature,Louisiana
199408,79.9,temperature,Louisiana
199409,75.4,temperature,Louisiana
199410,67.7,temperature,Louisiana
199411,62.1,temperature,Louisiana
199412,53.1,temperature,Louisiana
199501,50.4,temperature,Louisiana
199502,53.5,temperature,Louisiana
199503,60.6,temperature,Louisiana
199504,66.2,temperature,Louisiana
199505,75.0,temperature,Louisiana
199506,78.4,temperature,Louisiana
199507,82.5,temperature,Louisiana
199508,83.8,temperature,Louisiana
199509,77.3,temperature,Louisiana
199510,67.0,temperature,Louisiana
199511,56.1,temperature,Louisiana
199512,50.5,temperature,Louisiana
199601,49.0,temperature,Louisiana
199602,52.9,temperature,Louisiana
199603,54.4,temperature,Louisiana
199604,64.2,temperature,Louisiana
199605,76.6,temperature,Louisiana
199606,79.0,temperature,Louisiana
199607,82.1,temperature,Louisiana
199608,80.1,temperature,Louisiana
199609,75.7,temperature,Louisiana
199610,67.0,temperature,Louisiana
199611,58.8,temperature,Louisiana
199612,54.1,temperature,Louisiana
199701,49.2,temperature,Louisiana
199702,53.7,temperature,Louisiana
199703,63.6,temperature,Louisiana
199704,62.0,temperature,Louisiana
199705,72.2,temperature,Louisiana
199706,78.5,temperature,Louisiana
199707,82.9,temperature,Louisiana
199708,81.2,temperature,Louisiana
199709,78.3,temperature,Louisiana
199710,67.1,temperature,Louisiana
199711,54.8,temperature,Louisiana
199712,49.0,temperature,Louisiana
199801,53.3,temperature,Louisiana
199802,53.2,temperature,Louisiana
199803,57.8,temperature,Louisiana
199804,64.4,temperature,Louisiana
199805,76.8,temperature,Louisiana
199806,83.4,temperature,Louisiana
199807,85.4,temperature,Louisiana
199808,83.8,temperature,Louisiana
199809,80.6,temperature,Louisiana
199810,70.0,temperature,Louisiana
199811,61.4,temperature,Louisiana
199812,53.6,temperature,Louisiana
199901,54.1,temperature,Louisiana
199902,57.8,temperature,Louisiana
199903,58.4,temperature,Louisiana
199904,70.6,temperature,Louisiana
199905,73.6,temperature,Louisiana
199906,79.8,temperature,Louisiana
199907,82.1,temperature,Louisiana
199908,84.8,temperature,Louisiana
199909,75.8,temperature,Louisiana
199910,66.7,temperature,Louisiana
199911,59.6,temperature,Louisiana
199912,50.9,temperature,Louisiana
200001,52.6,temperature,Louisiana
200002,57.7,temperature,Louisiana
200003,63.6,temperature,Louisiana
200004,64.9,temperature,Louisiana
200005,76.6,temperature,Louisiana
200006,79.8,temperature,Louisiana
200007,83.2,temperature,Louisiana
200008,84.3,temperature,Louisiana
200009,77.7,temperature,Louisiana
200010,67.5,temperature,Louisiana
200011,55.3,temperature,Louisiana
200012,43.7,temperature,Louisiana
200101,45.6,temperature,Louisiana
200102,56.6,temperature,Louisiana
200103,55.3,temperature,Louisiana
200104,69.9,temperature,Louisiana
200105,74.3,temperature,Louisiana
200106,78.3,temperature,Louisiana
200107,82.4,temperature,Louisiana
200108,81.4,temperature,Louisiana
200109,75.4,temperature,Louisiana
200110,64.4,temperature,Louisiana
200111,61.9,temperature,Louisiana
200112,54.4,temperature,Louisiana
200201,51.4,temperature,Louisiana
200202,49.3,temperature,Louisiana
200203,58.1,temperature,Louisiana
200204,69.6,temperature,Louisiana
200205,73.9,temperature,Louisiana
200206,79.0,temperature,Louisiana
200207,82.3,temperature,Louisiana
200208,81.6,temperature,Louisiana
200209,78.6,temperature,Louisiana
200210,69.4,temperature,Louisiana
200211,55.7,temperature,Louisiana
200212,50.8,temperature,Louisiana
200301,45.6,temperature,Louisiana
200302,50.7,temperature,Louisiana
200303,58.6,temperature,Louisiana
200304,66.7,temperature,Louisiana
200305,76.4,temperature,Louisiana
200306,79.6,temperature,Louisiana
200307,81.3,temperature,Louisiana
200308,82.5,temperature,Louisiana
200309,76.0,temperature,Louisiana
200310,67.8,temperature,Louisiana
200311,61.9,temperature,Louisiana
200312,49.4,temperature,Louisiana
200401,50.2,temperature,Louisiana
200402,49.1,temperature,Louisiana
200403,63.2,temperature,Louisiana
200404,65.9,temperature,Louisiana
200405,73.9,temperature,Louisiana
200406,79.2,temperature,Louisiana
200407,81.4,temperature,Louisiana
200408,79.6,temperature,Louisiana
200409,77.8,temperature,Louisiana
200410,73.9,temperature,Louisiana
200411,61.8,temperature,Louisiana
200412,49.7,temperature,Louisiana
200501,53.9,temperature,Louisiana
200502,55.3,temperature,Louisiana
200503,57.8,temperature,Louisiana
200504,65.6,temperature,Louisiana
200505,72.6,temperature,Louisiana
200506,80.2,temperature,Louisiana
200507,82.5,temperature,Louisiana
200508,83.5,temperature,Louisiana
200509,81.3,temperature,Louisiana
200510,67.2,temperature,Louisiana
200511,61.0,temperature,Louisiana
200512,49.2,temperature,Louisiana
200601,55.4,temperature,Louisiana
200602,50.9,temperature,Louisiana
200603,61.8,temperature,Louisiana
200604,71.0,temperature,Louisiana
200605,74.2,temperature,Louisiana
200606,80.1,temperature,Louisiana
200607,82.2,temperature,Louisiana
200608,83.7,temperature,Louisiana
200609,75.9,temperature,Louisiana
200610,68.0,temperature,Louisiana
200611,58.0,temperature,Louisiana
200612,52.1,temperature,Louisiana
200701,49.6,temperature,Louisiana
200702,50.6,temperature,Louisiana
200703,63.4,temperature,Louisiana
200704,63.9,temperature,Louisiana
200705,73.9,temperature,Louisiana
200706,80.1,temperature,Louisiana
200707,80.2,temperature,Louisiana
200708,84.1,temperature,Louisiana
200709,78.6,temperature,Louisiana
200710,69.1,temperature,Louisiana
200711,59.7,temperature,Louisiana
200712,55.4,temperature,Louisiana
200801,48.4,temperature,Louisiana
200802,55.2,temperature,Louisiana
200803,60.0,temperature,Louisiana
200804,66.5,temperature,Louisiana
200805,73.8,temperature,Louisiana
200806,81.2,temperature,Louisiana
200807,82.9,temperature,Louisiana
200808,81.1,temperature,Louisiana
200809,75.4,temperature,Louisiana
200810,65.9,temperature,Louisiana
200811,56.8,temperature,Louisiana
200812,52.5,temperature,Louisiana
200901,50.5,temperature,Louisiana
200902,55.6,temperature,Louisiana
200903,60.4,temperature,Louisiana
200904,65.5,temperature,Louisiana
200905,74.3,temperature,Louisiana
200906,81.6,temperature,Louisiana
200907,82.6,temperature,Louisiana
200908,81.2,temperature,Louisiana
200909,77.4,temperature,Louisiana
200910,66.7,temperature,Louisiana
200911,58.3,temperature,Louisiana
200912,48.1,temperature,Louisiana
201001,45.6,temperature,Louisiana
201002,44.8,temperature,Louisiana
201003,55.1,temperature,Louisiana
201004,67.6,temperature,Louisiana
201005,77.3,temperature,Louisiana
201006,83.5,temperature,Louisiana
201007,83.4,temperature,Louisiana
201008,85.0,temperature,Louisiana
201009,79.8,temperature,Louisiana
201010,68.3,temperature,Louisiana
201011,59.0,temperature,Louisiana
201012,48.1,temperature,Louisiana
201101,46.9,temperature,Louisiana
201102,52.5,temperature,Louisiana
201103,62.0,temperature,Louisiana
201104,70.4,temperature,Louisiana
201105,73.7,temperature,Louisiana
201106,83.8,temperature,Louisiana
201107,84.1,temperature,Louisiana
201108,86.7,temperature,Louisiana
201109,76.0,temperature,Louisiana
201110,65.5,temperature,Louisiana
201111,59.7,temperature,Louisiana
201112,51.3,temperature,Louisiana
201201,55.2,temperature,Louisiana
201202,56.1,temperature,Louisiana
201203,67.4,temperature,Louisiana
201204,69.4,temperature,Louisiana
201205,76.3,temperature,Louisiana
201206,80.7,temperature,Louisiana
201207,82.3,temperature,Louisiana
201208,82.0,temperature,Louisiana
201209,77.4,temperature,Louisiana
201210,65.8,temperature,Louisiana
201211,57.0,temperature,Louisiana
